,crimeCaseNumber,CrimeDate,CrimeCode,CrimeTime,Location,Description,Weapon,Post,District,Neighborhood,counter,lat,long
174,NA,1/9/2014,4C,15:25:00,500 E 38TH ST,AGG. ASSAULT,OTHER,543,NORTHERN,Waverly,1,39.33536,-76.60852
175,NA,1/9/2014,4C,15:50:00,3400 NORMAN AV,AGG. ASSAULT,OTHER,431,NORTHEASTERN,Mayfield,1,39.32671,-76.57904
176,NA,1/9/2014,4C,16:00:00,5000 DICKEY HILL RD,AGG. ASSAULT,OTHER,821,SOUTHWESTERN,Wakefield,1,39.3117,-76.70332
177,NA,1/9/2014,3P,16:00:00,2800 HARFORD RD,ROBBERY - STREET,,411,NORTHEASTERN,Coldstream Homestead Montebello,1,39.32145,-76.59057
178,NA,1/9/2014,4C,16:00:00,3800 CRESTLYN RD,AGG. ASSAULT,OTHER,412,NORTHEASTERN,Ednor Gardens-Lakeside,1,39.33474,-76.59905
179,NA,1/9/2014,3P,16:00:00,2800 HARFORD RD,ROBBERY - STREET,,411,NORTHEASTERN,Coldstream Homestead Montebello,1,39.32145,-76.59057
180,NA,1/9/2014,3P,16:00:00,2800 HARFORD RD,ROBBERY - STREET,,411,NORTHEASTERN,Coldstream Homestead Montebello,1,39.32145,-76.59057
181,NA,1/9/2014,4C,18:00:00,400 FOLCROFT ST,AGG. ASSAULT,OTHER,241,SOUTHEASTERN,Bayview,1,39.28867,-76.54193
182,NA,1/9/2014,3B,18:05:00,3700 TEAKWOOD DR,ROBBERY - STREET,,631,NORTHWESTERN,Fallstaff,1,39.36833,-76.71035
183,NA,1/9/2014,3P,18:22:00,5800 BOSTON ST,ROBBERY - STREET,,233,SOUTHEASTERN,Medford,1,39.27796,-76.54553
184,NA,1/9/2014,3K,19:10:00,900 ST DUNSTANS RD,ROBBERY - RESIDENCE,,523,NORTHERN,Cameron Village,1,39.35961,-76.60165
185,NA,1/9/2014,4C,19:45:00,1100 SHIELDS PL,AGG. ASSAULT,OTHER,123,CENTRAL,Upton,1,39.29787,-76.63037
186,NA,1/9/2014,3CF,21:50:00,4000 WHITE AV,ROBBERY - COMMERCIAL,FIREARM,425,NORTHEASTERN,Glenham-Belhar,1,39.34581,-76.54574
187,NA,1/9/2014,3K,22:00:00,6100 YORK RD,ROBBERY - RESIDENCE,,522,NORTHERN,Lake Walker,1,39.36751,-76.60982
188,NA,1/9/2014,3AF,22:09:00,GARRISON AV & ELMER AV,ROBBERY - STREET,FIREARM,614,NORTHWESTERN,Central Park Heights,1,39.34562,-76.6765
189,NA,1/10/2014,1K,957,2500 FREDERICK AV,HOMICIDE,KNIFE,842,SOUTHWESTERN,Shipley Hill,1,39.28327,-76.65616
190,NA,1/10/2014,4A,1:58:00,2100 CHARLES AVE,AGG. ASSAULT,FIREARM,514,NORTHERN,Charles North,1,39.31338,-76.61674
191,NA,1/10/2014,4A,1:58:00,2100 CHARLES AVE,AGG. ASSAULT,FIREARM,514,NORTHERN,Charles North,1,39.31338,-76.61674
192,NA,1/10/2014,1F,158,2200 MARYLAND AV,HOMICIDE,FIREARM,514,NORTHERN,Old Goucher,1,39.31434,-76.61817
193,NA,1/10/2014,3AJF,5:31:00,3600 DOLFIELD AV,ROBBERY - CARJACKING,FIREARM,643,NORTHWESTERN,Dolfield,1,39.33665,-76.676
194,NA,1/10/2014,3B,11:10:00,500 POPLAR GROVE ST,ROBBERY - STREET,,842,SOUTHWESTERN,Penrose/Fayette Street Outreach,1,39.29319,-76.66489
195,NA,1/10/2014,3B,11:20:00,5200 GOODNOW RD,ROBBERY - STREET,,443,NORTHEASTERN,Frankford,1,39.32496,-76.54408
196,NA,1/10/2014,4C,11:50:00,HILTON ST & FREDERICK AV,AGG. ASSAULT,OTHER,842,SOUTHWESTERN,Irvington,1,39.28093,-76.67228
197,NA,1/10/2014,3B,12:55:00,2300 LIBERTY HGTS AV,ROBBERY - STREET,,731,WESTERN,Mondawmin,1,39.3185,-76.65345
198,NA,1/10/2014,3B,13:20:00,2300 LIBERTY HGTS AV,ROBBERY - STREET,,731,WESTERN,Mondawmin,1,39.3185,-76.65345
199,NA,1/10/2014,3AF,16:00:00,2300 LIBERTY HGTS AV,ROBBERY - STREET,FIREARM,611,NORTHWESTERN,Liberty Square,1,39.31855,-76.65277
200,NA,1/10/2014,3AK,16:50:00,4200 PATTERSON AVE,ROBBERY - STREET,KNIFE,631,NORTHWESTERN,Reisterstown Station,1,39.35466,-76.70417
201,NA,1/10/2014,3B,16:53:00,0 N HOWARD ST,ROBBERY - STREET,,111,CENTRAL,Downtown,1,39.28944,-76.61948
202,NA,1/10/2014,4C,17:11:00,200 S BOULDIN ST,AGG. ASSAULT,OTHER,231,SOUTHEASTERN,Highlandtown,1,39.28912,-76.57089
203,NA,1/10/2014,4D,17:25:00,2600 E CHASE ST,AGG. ASSAULT,HANDS,323,EASTERN,Biddle Street,1,39.30373,-76.58096
204,NA,1/10/2014,1F,1806,7000 MC CLEAN BLVD,HOMICIDE,FIREARM,423,NORTHEASTERN,Hamilton Hills,1,39.371,-76.56704
205,NA,1/10/2014,3AF,19:15:00,2100 ST PAUL ST,ROBBERY - STREET,FIREARM,514,NORTHERN,Charles North,1,39.31344,-76.61514
206,NA,1/10/2014,4C,19:30:00,MONUMENT ST & N LAKEWOOD AV,AGG. ASSAULT,OTHER,323,EASTERN,McElderry Park,1,39.29896,-76.57947
207,NA,1/10/2014,3AJF,21:05:00,2400 W FRANKLIN ST,ROBBERY - CARJACKING,FIREARM,842,WESTERN,Penrose/Fayette Street Outreach,1,39.29334,-76.6555
208,NA,1/10/2014,3CF,21:15:00,3000 ARUNAH AV,ROBBERY - COMMERCIAL,FIREARM,814,SOUTHWESTERN,Franklintown Road,1,39.29514,-76.66694
209,NA,1/10/2014,4B,21:15:00,2200 W BALTIMORE ST,AGG. ASSAULT,KNIFE,842,WESTERN,Boyd-Booth,1,39.2879,-76.65207
210,NA,1/10/2014,3B,21:30:00,3000 N CHARLES ST,ROBBERY - STREET,,511,NORTHERN,Johns Hopkins Homewood,1,39.32493,-76.61767
211,NA,1/10/2014,4D,21:30:00,6000 AMBERWOOD RD,AGG. ASSAULT,HANDS,443,NORTHEASTERN,Frankford,1,39.3165,-76.54326
212,NA,1/10/2014,4A,22:00:00,2700 CHESLEY AV,AGG. ASSAULT,FIREARM,424,NORTHEASTERN,North Harford Road,1,39.36779,-76.55545
213,NA,1/10/2014,3B,22:07:00,2900 N CHARLES ST,ROBBERY - STREET,,512,NORTHERN,Charles Village,1,39.32403,-76.61718
214,NA,1/10/2014,3AF,23:04:00,200 W 28TH ST,ROBBERY - STREET,FIREARM,511,NORTHERN,Remington,1,39.32167,-76.62044
215,NA,1/11/2014,3AF,1:01:00,200 W CHASE ST,ROBBERY - STREET,FIREARM,141,CENTRAL,Mid-Town Belvedere,1,39.30218,-76.61883
216,NA,1/11/2014,3AF,1:01:00,200 W CHASE ST,ROBBERY - STREET,FIREARM,141,CENTRAL,Mid-Town Belvedere,1,39.30218,-76.61883
217,NA,1/11/2014,3AF,1:01:00,200 W CHASE ST,ROBBERY - STREET,FIREARM,141,CENTRAL,Mid-Town Belvedere,1,39.30218,-76.61883
218,NA,1/11/2014,3AF,1:01:00,200 W CHASE ST,ROBBERY - STREET,FIREARM,141,CENTRAL,Mid-Town Belvedere,1,39.30218,-76.61883
219,NA,1/11/2014,2A,2:02:38,700 BARTLETT AV,RAPE,OTHER,342,EASTERN,East Baltimore Midway,1,39.3157,-76.60572
220,NA,1/11/2014,4B,2:15:00,500 ORCHARD ST,AGG. ASSAULT,KNIFE,143,CENTRAL,Seton Hill,1,39.29714,-76.62427
221,NA,1/11/2014,4C,2:50:00,3400 JUNEWAY,AGG. ASSAULT,OTHER,432,NORTHEASTERN,Belair-Edison,1,39.31803,-76.56839
222,NA,1/11/2014,4C,2:50:00,3400 JUNEWAY,AGG. ASSAULT,OTHER,432,NORTHEASTERN,Belair-Edison,1,39.31803,-76.56839
223,NA,1/11/2014,1F,400,100 E MADISON ST,HOMICIDE,FIREARM,142,CENTRAL,Mount Vernon,1,39.29869,-76.61383
224,NA,1/11/2014,3K,6:20:00,700 E PATAPSCO AV,ROBBERY - RESIDENCE,,913,SOUTHERN,Brooklyn,1,39.23571,-76.60047
225,NA,1/11/2014,3D,7:04:00,4000 EASTERN AV,ROBBERY - COMMERCIAL,,231,SOUTHEASTERN,Highlandtown,1,39.28681,-76.56308
226,NA,1/11/2014,4B,12:30:00,2200 N LONGWOOD ST,AGG. ASSAULT,KNIFE,811,SOUTHWESTERN,Walbrook,1,39.3127,-76.6678
227,NA,1/11/2014,4B,12:40:00,200 BEALE CT,AGG. ASSAULT,KNIFE,212,SOUTHEASTERN,Dunbar-Broadway,1,39.29481,-76.59561
228,NA,1/11/2014,3CF,16:05:00,5900 BELAIR RD,ROBBERY - COMMERCIAL,FIREARM,445,NORTHEASTERN,Cedmont,1,39.34598,-76.54054
229,NA,1/11/2014,3CF,16:05:00,5900 BELAIR RD,ROBBERY - COMMERCIAL,FIREARM,445,NORTHEASTERN,Cedmont,1,39.34598,-76.54054
230,NA,1/11/2014,4A,16:30:00,4000 EASTERN AVE,AGG. ASSAULT,FIREARM,231,SOUTHEASTERN,Highlandtown,1,39.2868,-76.56321
231,NA,1/11/2014,4A,16:30:00,4000 EASTERN AVE,AGG. ASSAULT,FIREARM,231,SOUTHEASTERN,Highlandtown,1,39.2868,-76.56321
232,NA,1/11/2014,3AK,17:32:00,100 W LANVALE ST,ROBBERY - STREET,KNIFE,132,CENTRAL,Bolton Hill,1,39.30749,-76.62119
233,NA,1/11/2014,4D,17:35:00,0 W FRANKLIN ST,AGG. ASSAULT,HANDS,142,CENTRAL,Mount Vernon,1,39.29511,-76.61594
234,NA,1/11/2014,4C,19:39:00,100 N CONKLING ST,AGG. ASSAULT,OTHER,223,SOUTHEASTERN,Baltimore Highlands,1,39.29438,-76.5677
235,NA,1/11/2014,3AF,20:00:00,200 S WASHINGTON ST,ROBBERY - STREET,FIREARM,212,SOUTHEASTERN,Upper Fells Point,1,39.28887,-76.58902
236,NA,1/11/2014,4A,20:25:00,900 COOKS LA,AGG. ASSAULT,FIREARM,823,SOUTHWESTERN,West Hills,1,39.29629,-76.70707
237,NA,1/11/2014,3B,21:20:00,200 S WOLFE ST,ROBBERY - STREET,,212,SOUTHEASTERN,Upper Fells Point,1,39.28913,-76.59033
238,NA,1/11/2014,4D,21:22:00,0 N HOWARD ST,AGG. ASSAULT,HANDS,111,CENTRAL,Downtown,1,39.28944,-76.61948
239,NA,1/11/2014,4C,22:54:00,2300 W FRANKLIN ST,AGG. ASSAULT,OTHER,721,WESTERN,Rosemont Homeowners/Tenants,1,39.29361,-76.65343
240,NA,1/11/2014,3JF,23:40:00,1000 W BARRE ST,ROBBERY - RESIDENCE,FIREARM,931,SOUTHERN,Barre Circle,1,39.28431,-76.62764
241,NA,1/12/2014,4B,14:00:00,200 PARK AVE,AGG. ASSAULT,KNIFE,111,CENTRAL,Downtown,1,39.29171,-76.61807
242,NA,1/12/2014,4D,0:40:00,3400 LEVERTON AV,AGG. ASSAULT,HANDS,223,SOUTHEASTERN,Baltimore Highlands,1,39.29184,-76.56876
243,NA,1/12/2014,4D,0:55:00,3800 OAKFORD AV,AGG. ASSAULT,HANDS,642,NORTHWESTERN,Dolfield,1,39.33605,-76.67998
244,NA,1/12/2014,4B,1:00:00,1100 E HOFFMAN ST,AGG. ASSAULT,KNIFE,343,EASTERN,Oliver,1,39.30612,-76.60295
245,NA,1/12/2014,4A,1:43:00,2400 W FRANKLIN ST,AGG. ASSAULT,FIREARM,721,WESTERN,Rosemont Homeowners/Tenants,1,39.29354,-76.65497
246,NA,1/12/2014,4D,1:45:00,0 E CROSS ST,AGG. ASSAULT,HANDS,942,SOUTHERN,Federal Hill,1,39.27662,-76.61366
247,NA,1/12/2014,3AF,3:20:00,1500 N MONROE ST,ROBBERY - STREET,FIREARM,741,WESTERN,Easterwood,1,39.30528,-76.64793
248,NA,1/12/2014,4C,4:00:00,1200 N EDEN ST,AGG. ASSAULT,OTHER,343,EASTERN,Oliver,1,39.30468,-76.59957
249,NA,1/12/2014,3K,5:45:00,1000 W LAFAYETTE AV,ROBBERY - RESIDENCE,,743,WESTERN,Sandtown-Winchester,1,39.2992,-76.63482
250,NA,1/12/2014,4B,14:00:00,200 PARK AVE,AGG. ASSAULT,KNIFE,111,CENTRAL,Downtown,1,39.29171,-76.61807
251,NA,1/12/2014,4A,16:59:00,200 MASON CT,AGG. ASSAULT,FIREARM,211,SOUTHEASTERN,Perkins Homes,1,39.2889,-76.59598
252,NA,1/12/2014,9S,1659,200 MASON CT,SHOOTING,FIREARM,211,SOUTHEASTERN,Perkins Homes,1,39.2889,-76.59598
253,NA,1/12/2014,4D,17:50:00,2900 EDISON HW,AGG. ASSAULT,HANDS,434,NORTHEASTERN,Belair-Edison,1,39.31774,-76.57256
254,NA,1/12/2014,3K,19:00:00,4400 FINDLAY RD,ROBBERY - RESIDENCE,,442,NORTHEASTERN,Belair-Edison,1,39.32759,-76.56156
255,NA,1/12/2014,3AF,19:30:00,3000 E OLIVER ST,ROBBERY - STREET,FIREARM,332,EASTERN,Berea,1,39.30824,-76.57572
256,NA,1/12/2014,3CF,20:00:00,3400 MARY AV,ROBBERY - COMMERCIAL,FIREARM,425,NORTHEASTERN,Glenham-Belhar,1,39.35192,-76.55158
257,NA,1/12/2014,3AO,20:34:00,200 E 29TH ST,ROBBERY - STREET,OTHER,512,NORTHERN,Charles Village,1,39.32336,-76.61379
258,NA,1/12/2014,4A,21:29:00,5900 MORAVIA RD,AGG. ASSAULT,FIREARM,443,NORTHEASTERN,Frankford,1,39.31702,-76.5452
259,NA,1/12/2014,3CF,21:39:00,1600 ARGONNE DR,ROBBERY - COMMERCIAL,FIREARM,412,NORTHEASTERN,Hillen,1,39.34021,-76.59093
260,NA,1/12/2014,4D,21:45:00,1000 TUNBRIDGE RD,AGG. ASSAULT,HANDS,523,NORTHERN,Cameron Village,1,39.35583,-76.59872
261,NA,1/12/2014,9S,2129,5900 MORAVIA RD,SHOOTING,FIREARM,443,NORTHEASTERN,Frankford,1,39.31702,-76.5452
262,NA,1/12/2014,1F,2157,3600 REISTERSTOWN RD,HOMICIDE,FIREARM,612,NORTHWESTERN,Park Circle,1,39.32895,-76.66034
263,NA,1/12/2014,2A,22:29:18,3600 E LOMBARD ST,RAPE,OTHER,223,SOUTHEASTERN,Baltimore Highlands,1,39.29143,-76.56737
264,NA,1/12/2014,4C,22:30:00,3400 WILKENS AV,AGG. ASSAULT,OTHER,832,SOUTHWESTERN,Saint Agnes,1,39.27292,-76.67429
265,NA,1/12/2014,3B,22:45:00,0 S STOCKTON ST,ROBBERY - STREET,,931,SOUTHERN,Hollins Market,1,39.28853,-76.63747
266,NA,1/12/2014,1F,2313,3900 EDGEWOOD RD,HOMICIDE,FIREARM,643,NORTHWESTERN,East Arlington,1,39.33116,-76.67033
267,NA,1/13/2014,3B,12:42:00,2800 DILLON ST,ROBBERY - STREET,,232,SOUTHEASTERN,Canton,1,39.28119,-76.57646
268,NA,1/13/2014,4D,1:28:00,400 W BALTIMORE ST,AGG. ASSAULT,HANDS,111,CENTRAL,Downtown,1,39.28933,-76.621
269,NA,1/13/2014,3AF,2:50:00,1800 W SARATOGA ST,ROBBERY - STREET,FIREARM,711,WESTERN,Franklin Square,1,39.29208,-76.64548
270,NA,1/13/2014,4C,4:33:00,4700 BEAUFORT AV,AGG. ASSAULT,OTHER,614,NORTHWESTERN,Central Park Heights,1,39.34345,-76.67404
271,NA,1/13/2014,4C,11:10:00,7100 PARK HEIGHTS AV,AGG. ASSAULT,OTHER,631,NORTHWESTERN,Fallstaff,1,39.36749,-76.70615
272,NA,1/13/2014,4C,11:10:00,7100 PARK HEIGHTS AV,AGG. ASSAULT,OTHER,631,NORTHWESTERN,Fallstaff,1,39.36749,-76.70615
273,NA,1/13/2014,4C,11:30:00,0 S SCHROEDER ST,AGG. ASSAULT,OTHER,931,SOUTHERN,Hollins Market,1,39.28783,-76.63369
274,NA,1/13/2014,3AK,11:30:00,0 S CALVERT ST,ROBBERY - STREET,KNIFE,111,CENTRAL,Downtown,1,39.28953,-76.61232
275,NA,1/13/2014,4B,11:40:00,3800 FREDERICK AVE,AGG. ASSAULT,KNIFE,842,SOUTHWESTERN,Irvington,1,39.28188,-76.67956
276,NA,1/13/2014,4B,12:20:00,2000 EDGEWOOD ST,AGG. ASSAULT,KNIFE,812,SOUTHWESTERN,Fairmont,1,39.31003,-76.67597
277,NA,1/13/2014,3B,16:35:00,100 S LINWOOD AV,ROBBERY - STREET,,222,SOUTHEASTERN,Patterson Park Neighborhood,1,39.2909,-76.57606
278,NA,1/13/2014,3B,16:50:00,600 S CHARLES ST,ROBBERY - STREET,,941,SOUTHERN,Otterbein,1,39.28196,-76.61476
279,NA,1/13/2014,4A,17:09:00,1800 E LANVALE ST,AGG. ASSAULT,FIREARM,331,EASTERN,Broadway East,1,39.30972,-76.59247
280,NA,1/13/2014,4A,18:10:00,1700 N MOUNT ST,AGG. ASSAULT,FIREARM,742,WESTERN,Sandtown-Winchester,1,39.30804,-76.64492
281,NA,1/13/2014,3B,18:15:00,700 EXETER HALL AV,ROBBERY - STREET,,513,NORTHERN,Better Waverly,1,39.32266,-76.60693
282,NA,1/13/2014,9S,1810,1700 N MOUNT ST,SHOOTING,FIREARM,742,WESTERN,Sandtown-Winchester,1,39.30804,-76.64492
283,NA,1/13/2014,4D,19:00:00,4800 PIMLICO RD,AGG. ASSAULT,HANDS,532,NORTHWESTERN,Cylburn,1,39.34784,-76.66876
284,NA,1/13/2014,3AF,19:05:00,2600 E FAIRMOUNT AV,ROBBERY - STREET,FIREARM,222,SOUTHEASTERN,Patterson Park Neighborhood,1,39.29318,-76.57974
285,NA,1/13/2014,3P,19:30:00,2900 HOLLINS FERRY RD,ROBBERY - STREET,,923,SOUTHERN,Lakeland,1,39.25583,-76.64598
286,NA,1/13/2014,3AO,19:37:00,300 S MARTIN LUTHER KING JR BLVD,ROBBERY - STREET,OTHER,931,SOUTHERN,Barre Circle,1,39.28514,-76.62739
287,NA,1/13/2014,4C,21:40:00,2500 LAKELAND AV,AGG. ASSAULT,OTHER,923,SOUTHERN,Lakeland,1,39.25556,-76.64715
288,NA,1/13/2014,3AK,22:00:00,900 DUNDALK AV,ROBBERY - STREET,KNIFE,243,SOUTHEASTERN,Graceland Park,1,39.2831,-76.5366
289,NA,1/13/2014,4D,23:10:00,900 W LEXINGTON ST,AGG. ASSAULT,HANDS,712,WESTERN,Poppleton,1,39.29105,-76.63255
290,NA,1/14/2014,3AF,21:15:00,1600 SMALL WOOD,ROBBERY - STREET,FIREARM,723,WESTERN,Coppin Heights/Ash-Co-East,1,39.30663,-76.65256
291,NA,1/14/2014,3AF,21:42:00,3700 LOCH RAVEN BD,ROBBERY - STREET,FIREARM,412,NORTHEASTERN,Ednor Gardens-Lakeside,1,39.33368,-76.59612
292,NA,1/14/2014,3AF,1:40:00,3400 FOSTER AV,ROBBERY - STREET,FIREARM,232,SOUTHEASTERN,Canton,1,39.28454,-76.56875
293,NA,1/14/2014,4D,2:19:00,3700 REISTERSTOWN RD,AGG. ASSAULT,HANDS,612,NORTHWESTERN,Park Circle,1,39.33077,-76.66164
294,NA,1/14/2014,3B,6:00:00,2500 BROOKFIELD AV,ROBBERY - STREET,,133,CENTRAL,Reservoir Hill,1,39.31617,-76.63389
295,NA,1/14/2014,4B,11:30:00,800 S HIGHLAND AV,AGG. ASSAULT,KNIFE,232,SOUTHEASTERN,Canton,1,39.28342,-76.56878
296,NA,1/14/2014,4B,11:30:00,800 S HIGHLAND AV,AGG. ASSAULT,KNIFE,232,SOUTHEASTERN,Canton,1,39.28342,-76.56878
297,NA,1/14/2014,2B,12:37:03,2000 RIDGEHILL AV,RAPE,,731,WESTERN,Mondawmin,1,39.31129,-76.65051
298,NA,1/14/2014,3AF,13:00:00,6500 EASTERN AV,ROBBERY - STREET,FIREARM,241,SOUTHEASTERN,Pulaski Industrial Area,1,39.2879,-76.53627
299,NA,1/14/2014,3B,13:30:00,0 W BALTIMORE ST,ROBBERY - STREET,,111,CENTRAL,Downtown,1,39.28954,-76.61533
300,NA,1/14/2014,3AO,13:40:00,2800 BRIGHTON ST,ROBBERY - STREET,OTHER,813,SOUTHWESTERN,Northwest Community Action,1,39.30527,-76.66476
301,NA,1/14/2014,3JF,13:50:00,3500 BEECH AV,ROBBERY - RESIDENCE,FIREARM,531,NORTHERN,Wyman Park,1,39.33016,-76.6267
302,NA,1/14/2014,4C,14:00:00,1700 FEDERAL ST,AGG. ASSAULT,OTHER,331,EASTERN,Broadway East,1,39.30854,-76.59373
303,NA,1/14/2014,3B,15:30:00,1400 E MONUMENT ST,ROBBERY - STREET,,313,EASTERN,Gay Street,1,39.29822,-76.59902
304,NA,1/14/2014,3B,15:40:00,4500 LOCH RAVEN BD,ROBBERY - STREET,,413,NORTHEASTERN,New Northwood,1,39.34631,-76.59224
305,NA,1/14/2014,4B,16:00:00,3400 AVONDALE AV,AGG. ASSAULT,KNIFE,633,NORTHWESTERN,Pimlico Good Neighbors,1,39.35156,-76.68025
306,NA,1/14/2014,4D,17:45:00,2000 BRUNT ST,AGG. ASSAULT,HANDS,123,CENTRAL,Upton,1,39.30629,-76.63705
307,NA,1/14/2014,3AF,20:00:00,2000 E NORTH AV,ROBBERY - STREET,FIREARM,331,EASTERN,South Clifton Park,1,39.31237,-76.59029
308,NA,1/14/2014,3AF,20:10:00,4700 GARRISON BD,ROBBERY - STREET,FIREARM,621,NORTHWESTERN,West Arlington,1,39.33952,-76.68461
309,NA,1/14/2014,4A,22:38:00,500 LONEYS LA,AGG. ASSAULT,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,1,39.2972,-76.57262
310,NA,1/14/2014,3B,22:49:00,2000 E FAIRMOUNT AV,ROBBERY - STREET,,212,SOUTHEASTERN,Butcher's Hill,1,39.29282,-76.58844
311,NA,1/14/2014,9S,2238,500 LONEYS LA,SHOOTING,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,1,39.2972,-76.57262
312,NA,1/14/2014,4C,23:30:00,2000 WOODBOURNE AVE,AGG. ASSAULT,OTHER,423,NORTHEASTERN,Hamilton Hills,1,39.35532,-76.5743
313,NA,1/14/2014,4C,23:45:00,3500 4TH ST,AGG. ASSAULT,OTHER,913,SOUTHERN,Brooklyn,1,39.23851,-76.60482
314,NA,1/15/2014,4B,2:20:00,900 VALLEY ST,AGG. ASSAULT,KNIFE,312,EASTERN,Oldtown,1,39.30044,-76.60488
315,NA,1/15/2014,4B,9:04:00,2100 HARFORD RD,AGG. ASSAULT,KNIFE,342,EASTERN,East Baltimore Midway,1,39.31444,-76.59776
316,NA,1/15/2014,4B,9:51:00,5800 EASTERN AV,AGG. ASSAULT,KNIFE,241,SOUTHEASTERN,Bayview,1,39.28749,-76.54636
317,NA,1/15/2014,3B,13:30:00,0 S CHARLES ST,ROBBERY - STREET,,111,CENTRAL,Downtown,1,39.28889,-76.61513
318,NA,1/15/2014,3AK,15:00:00,BRUNT ST,ROBBERY - STREET,KNIFE,123,CENTRAL,Upton,1,39.30208,-76.63184
319,NA,1/15/2014,3AK,15:30:00,2900 SYLVAN AV,ROBBERY - STREET,KNIFE,424,NORTHEASTERN,Westfield,1,39.35967,-76.55642
320,NA,1/15/2014,4A,15:59:00,2400 PICKERING DR,AGG. ASSAULT,FIREARM,423,NORTHEASTERN,Hamilton Hills,1,39.36967,-76.56392
321,NA,1/15/2014,9S,1559,2400 PICKERING DR,SHOOTING,FIREARM,423,NORTHEASTERN,Hamilton Hills,1,39.36957,-76.56433
322,NA,1/15/2014,3AO,17:26:00,2400 ST PAUL ST,ROBBERY - STREET,OTHER,514,NORTHERN,Old Goucher,1,39.31716,-76.61538
323,NA,1/15/2014,4B,17:59:00,3100 VIRGINIA AVE,AGG. ASSAULT,KNIFE,614,NORTHWESTERN,Central Park Heights,1,39.34502,-76.66852
324,NA,1/15/2014,3B,18:53:00,4700 LOCH RAVEN BD,ROBBERY - STREET,,413,NORTHEASTERN,New Northwood,1,39.34791,-76.59201
325,NA,1/15/2014,3JF,20:25:00,2400 SEABURY RD,ROBBERY - RESIDENCE,FIREARM,922,SOUTHERN,Cherry Hill,1,39.25293,-76.62326
326,NA,1/15/2014,3JF,20:25:00,2400 SEABURY RD,ROBBERY - RESIDENCE,FIREARM,922,SOUTHERN,Cherry Hill,1,39.25293,-76.62326
327,NA,1/15/2014,3JF,20:25:00,2400 SEABURY RD,ROBBERY - RESIDENCE,FIREARM,922,SOUTHERN,Cherry Hill,1,39.25293,-76.62326
328,NA,1/15/2014,3JF,20:25:00,2400 SEABURY RD,ROBBERY - RESIDENCE,FIREARM,922,SOUTHERN,Cherry Hill,1,39.25293,-76.62326
329,NA,1/15/2014,3JF,20:25:00,2400 SEABURY RD,ROBBERY - RESIDENCE,FIREARM,922,SOUTHERN,Cherry Hill,1,39.25293,-76.62326
330,NA,1/15/2014,3K,21:21:00,1000 WILMOT CT,ROBBERY - RESIDENCE,,312,EASTERN,Oldtown,1,39.2993,-76.60353
331,NA,1/15/2014,3JF,21:40:00,1400 LOCHNER RD,ROBBERY - RESIDENCE,FIREARM,414,NORTHEASTERN,Woodbourne Heights,1,39.35846,-76.59056
332,NA,1/15/2014,3AF,23:25:00,3100 COWAN AV,ROBBERY - STREET,FIREARM,832,SOUTHWESTERN,Wilhelm Park,1,39.27226,-76.66332
333,NA,1/15/2014,3AF,23:25:00,3100 COWAN AV,ROBBERY - STREET,FIREARM,832,SOUTHWESTERN,Wilhelm Park,1,39.27226,-76.66332
334,NA,1/16/2014,3LO,10:55:00,3400 EASTERN AV,ROBBERY - COMMERCIAL,OTHER,232,SOUTHEASTERN,Canton,1,39.28653,-76.56873
335,NA,1/16/2014,3B,13:00:00,2800 KIRK AV,ROBBERY - STREET,,411,NORTHEASTERN,Coldstream Homestead Montebello,1,39.32411,-76.5961
336,NA,1/16/2014,3B,0:19:00,3300 ELLERSLIE AV,ROBBERY - STREET,,543,NORTHERN,Waverly,1,39.3289,-76.60364
337,NA,1/16/2014,4C,1:07:00,2300 W NORTH AV,AGG. ASSAULT,OTHER,723,WESTERN,Coppin Heights/Ash-Co-East,1,39.30945,-76.65483
338,NA,1/16/2014,4D,4:56:00,1500 N CAROLINE ST,AGG. ASSAULT,HANDS,343,EASTERN,Oliver,1,39.30752,-76.59823
339,NA,1/16/2014,4B,7:05:00,1300 WALKER AV,AGG. ASSAULT,KNIFE,414,NORTHEASTERN,Idlewood,1,39.37105,-76.59004
340,NA,1/16/2014,3D,10:20:00,3200 CHESTERFIELD AV,ROBBERY - COMMERCIAL,,432,NORTHEASTERN,Belair-Edison,1,39.32265,-76.56677
341,NA,1/16/2014,4C,14:07:00,1100 RIGGS AVE,AGG. ASSAULT,OTHER,743,WESTERN,Sandtown-Winchester,1,39.30123,-76.63606
342,NA,1/16/2014,3JF,15:30:00,2500 EDGECOMBE CR N     #APT B,ROBBERY - RESIDENCE,FIREARM,532,NORTHERN,Parklane,1,39.34176,-76.65994
343,NA,1/16/2014,3B,15:40:00,4000 BREHMS LA,ROBBERY - STREET,,442,NORTHEASTERN,Lower Herring Run Park,1,39.32317,-76.56185
344,NA,1/16/2014,4D,15:45:00,2400 ROUND RD,AGG. ASSAULT,HANDS,922,SOUTHERN,Cherry Hill,1,39.25298,-76.62677
345,NA,1/16/2014,3D,16:05:00,200 N EUTAW ST,ROBBERY - COMMERCIAL,,111,CENTRAL,Downtown,1,39.29157,-76.6211
