,ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,lat,long,counter
193,7863 004A 031716,7863,004A,1954 SPONSON ST,3/17/2016,MORRELL PARK,SOUTHWESTERN,10,39.26340426,-76.6526376,1
194,7863 006 031616,7863,6,1950 SPONSON ST,3/16/2016,MORRELL PARK,SOUTHWESTERN,10,39.26349672,-76.65277132,1
195,7898 014 031616,7898,14,2034 MAISEL ST,3/16/2016,SAINT PAUL,SOUTHERN,10,39.26773084,-76.64491188,1
196,8091 096 031716,8091,96,412 NORTH BEND ROAD,3/17/2016,WESTGATE,SOUTHWESTERN,8,39.28459796,-76.70936423,1
197,0003 001 040816,3,1,1800 N FULTON AVE,4/8/2016,SANDTOWN-WINCHESTER,WESTERN,7,39.3089469,-76.64671212,1
198,0007 065 041116,7,65,1729 N PAYSON ST,4/11/2016,EASTERWOOD,WESTERN,7,39.30844069,-76.64954668,1
199,0012 001 041116,12,1,1601 N PAYSON ST,4/11/2016,EASTERWOOD,WESTERN,7,39.30667117,-76.64944914,1
200,0012 007 041116,12,7,1633 N PAYSON ST,4/11/2016,EASTERWOOD,WESTERN,7,39.30735235,-76.64948828,1
201,0019 068 041116,19,68,1516 N MONROE ST,4/11/2016,EASTERWOOD,WESTERN,7,39.30573033,-76.64818861,1
202,0049 049 042616,49,49,1930 RIGGS AVE,4/26/2016,BRIDGEVIEW/GREENLAWN,WESTERN,9,39.30105155,-76.6490452,1
203,0082 056 042016,82,56,801 N BRICE ST,4/20/2016,MIDTOWN-EDMONDSON,WESTERN,9,39.29781563,-76.6497414,1
204,0095 053 040116,95,53,1944 HARLEM AVE,4/1/2016,MIDTOWN-EDMONDSON,WESTERN,9,39.29652854,-76.64887642,1
205,0108 046 042816,108,46,1816 EDMONDSON AVE,4/28/2016,HARLEM PARK,WESTERN,9,39.29538042,-76.64664796,1
206,0108 076 041516,108,76,1825 ARUNAH AVE,4/15/2016,HARLEM PARK,WESTERN,9,39.29561665,-76.64685785,1
207,0112 042 041516,112,42,631 N CALHOUN ST,4/15/2016,HARLEM PARK,WESTERN,9,39.29629596,-76.63968895,1
208,0115 049 041116,115,49,1009 BRANTLEY AVE,4/11/2016,HARLEM PARK,WESTERN,9,39.29603325,-76.63454773,1
209,0117 006 041516,117,6,510 N PULASKI ST,4/15/2016,MIDTOWN-EDMONDSON,WESTERN,9,39.29398855,-76.65064574,1
210,0129 113 041516,129,113,912 BENNETT PL,4/15/2016,HARLEM PARK,WESTERN,9,39.29517361,-76.63276258,1
211,0147 031 042916,147,31,323 N PAYSON ST,4/29/2016,PENROSE/FAYETTE STREET OUTREACH,WESTERN,9,39.29248019,-76.64866076,1
212,0149 014 041416,149,14,326 N MOUNT ST,4/14/2016,FRANKLIN SQUARE,WESTERN,9,39.29269773,-76.64426886,1
213,0151 015 042916,151,15,329 N GILMOR ST,4/29/2016,FRANKLIN SQUARE,WESTERN,9,39.29288194,-76.64235071,1
214,0152 026 042216,152,26,1423 W MULBERRY ST,4/22/2016,FRANKLIN SQUARE,WESTERN,9,39.2929171,-76.64061344,1
215,0154 044 042216,154,44,1213 W MULBERRY ST,4/22/2016,POPPLETON,WESTERN,9,39.29300931,-76.63774765,1
216,0163 113 042216,163,113,1804 PENROSE AVE,4/22/2016,FRANKLIN SQUARE,WESTERN,9,39.29152311,-76.64598518,1
217,0194 068 042216,194,68,17 N BRUCE ST,4/22/2016,FRANKLIN SQUARE,WESTERN,9,39.28874565,-76.64439938,1
218,0195 016 042216,195,16,1631 W FAYETTE ST,4/22/2016,FRANKLIN SQUARE,WESTERN,9,39.28940399,-76.64357453,1
219,0195 017 042216,195,17,1633 W FAYETTE ST,4/22/2016,FRANKLIN SQUARE,WESTERN,9,39.28940268,-76.6436145,1
220,0204 070 042116,204,70,2221 BOOTH ST,4/21/2016,BOYD-BOOTH,SOUTHWESTERN,9,39.28729605,-76.65228957,1
221,0213 024 040116,213,24,1520 HOLLINS ST,4/1/2016,UNION SQUARE,SOUTHERN,9,39.2877054,-76.64173162,1
222,0215 046 040416,215,46,18 S CAREY ST,4/4/2016,UNION SQUARE,SOUTHERN,9,39.28800083,-76.63835633,1
223,0222 036 042616,222,36,2152 BOYD ST,4/26/2016,BOYD-BOOTH,SOUTHWESTERN,9,39.28655526,-76.651457,1
224,0265 055 040116,265,55,1314 MCHENRY ST,4/1/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,39.28471497,-76.63835145,1
225,0265 068 040716,265,68,216 S CAREY ST,4/7/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,39.28499357,-76.63818742,1
226,0273 030 050616,273,30,2010 RAMSAY ST,5/6/2016,CARROLLTON RIDGE,SOUTHERN,9,39.28322755,-76.6490279,1
227,0275 001 040516,275,1,300 S FULTON AVE,4/5/2016,CARROLLTON RIDGE,SOUTHERN,9,39.28418793,-76.64518039,1
228,0275 120 041516,275,120,1833 WILHELM ST,4/15/2016,CARROLLTON RIDGE,SOUTHERN,9,39.28357759,-76.64607915,1
229,0276 029 040716,276,29,337 S FULTON AVE,4/7/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,39.28360334,-76.64470408,1
230,0277 006 032916,277,6,310 S GILMOR ST,3/29/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,39.28411051,-76.64236654,1
231,2307A031 040116,2307A,31,1803 N WARWICK AVE,4/1/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30862131,-76.65686715,1
232,2322 029 041216,2322,29,2210 PRESSTMAN ST,4/12/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30527948,-76.65285795,1
233,2345 001 042516,2345,1,801 N BENTALOU ST,4/25/2016,MIDTOWN-EDMONDSON,WESTERN,9,39.29716174,-76.65308236,1
234,2348 006 032816,2348,6,2310 EDMONDSON AVE,3/28/2016,ROSEMONT HOMEOWNERS/TENANTS,WESTERN,9,39.29508507,-76.65369151,1
235,2362 008 041516,2362,8,2528 EDMONDSON AVE,4/15/2016,ROSEMONT HOMEOWNERS/TENANTS,WESTERN,9,39.29495483,-76.65727253,1
236,2400 014 040516,2400,14,1803 BRADDISH AVE,4/5/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.3084803,-76.66079512,1
237,2400 015 040516,2400,15,1801 BRADDISH AVE,4/5/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30844148,-76.66079366,1
238,2400 037 040516,2400,37,2662 PRESBURY ST,4/5/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.3076309,-76.6604432,1
239,2404 037C 041116,2404,037C,2706 BAKER ST,4/11/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30632074,-76.6611588,1
240,2406 039 040416,2406,39,1805 POPLAR GROVE ST,4/4/2016,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,39.30835182,-76.66545206,1
241,2440 003 050516,2440,3,3104 BAKER ST,5/5/2016,ROSEMONT,SOUTHWESTERN,9,39.30601771,-76.66938455,1
242,2450 035F 033116,2450,035F,1514 N ELLAMONT ST,3/31/2016,ROSEMONT,SOUTHWESTERN,9,39.30481279,-76.67094282,1
243,2701 011 050316,2701,11,4105 GROVELAND AVE,5/3/2016,WEST ARLINGTON,NORTHWESTERN,6,39.34046176,-76.68794491,1
244,2734 016 040416,2734,16,3911 LIBERTY HEIGHTS AVE,4/4/2016,CENTRAL FOREST PARK,NORTHWESTERN,6,39.32747917,-76.68414697,1
245,2738 010 033016,2738,10,3312 OAKFIELD AVE,3/30/2016,CENTRAL FOREST PARK,NORTHWESTERN,6,39.3257185,-76.68683828,1
246,2814 026 050516,2814,26,3610 WINDSOR MILL ROAD,5/5/2016,MOUNT HOLLY,SOUTHWESTERN,7,39.31278926,-76.67961904,1
247,2817 031 050516,2817,31,2201 MOUNT HOLLY ST,5/5/2016,MOUNT HOLLY,SOUTHWESTERN,7,39.31252553,-76.68163151,1
248,2849B002 040816,2849B,2,2902 HAVERFORD ROAD,4/8/2016,WINDSOR HILLS,NORTHWESTERN,6,39.31870332,-76.6877758,1
249,2880 011 041216,2880,11,3706 NORTONIA ROAD,4/12/2016,FAIRMONT,SOUTHWESTERN,7,39.30876452,-76.68080029,1
250,2924 011 042516,2924,11,3400 CARLISLE AVE,4/25/2016,HANLON-LONGWOOD,NORTHWESTERN,7,39.3196302,-76.67495402,1
251,3002 019 033016,3002,19,3115 WALBROOK AVE,3/30/2016,WALBROOK,SOUTHWESTERN,7,39.30977953,-76.66999949,1
252,3024 034 042516,3024,34,2848 CLIFTON AVE,4/25/2016,PANWAY/BRADDISH AVENUE,WESTERN,7,39.3115999,-76.66572394,1
253,3057 010 033116,3057,10,2307 GARRISON BLVD,3/31/2016,HANLON-LONGWOOD,NORTHWESTERN,7,39.31470432,-76.67643017,1
254,3061A004 040616,3061A,4,3340 PIEDMONT AVE,4/6/2016,HANLON-LONGWOOD,NORTHWESTERN,7,39.31649632,-76.67441357,1
255,3061A004A 040616,3061A,004A,3338 PIEDMONT AVE,4/6/2016,HANLON-LONGWOOD,NORTHWESTERN,7,39.31649816,-76.67434522,1
256,0279 087 040716,279,87,324 S PARRISH ST,4/7/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,39.28373364,-76.64158819,1
257,0304 044 050316,304,44,2201 DRUID HILL AVE,5/3/2016,DRUID HEIGHTS,CENTRAL,7,39.3092571,-76.63724485,1
258,0328 041 040416,328,41,539 ROBERT ST,4/4/2016,DRUID HEIGHTS,CENTRAL,11,39.30587125,-76.6351795,1
259,0363 022 040616,363,22,1531 DRUID HILL AVE,4/6/2016,UPTON,CENTRAL,11,39.30439456,-76.63112941,1
260,0377 015 040616,377,15,1430 MCCULLOH ST,4/6/2016,UPTON,CENTRAL,11,39.30380096,-76.62977548,1
261,0377 036 040516,377,36,1403 DRUID HILL AVE,4/5/2016,UPTON,CENTRAL,11,39.30306203,-76.62947255,1
262,0391 045 033116,391,45,231 E NORTH AVE,3/31/2016,GREENMOUNT WEST,EASTERN,12,39.31086903,-76.61257977,1
263,0392 007 042716,392,7,1312 MYRTLE AVE,4/27/2016,UPTON,CENTRAL,11,39.29899658,-76.63297647,1
264,0431 059 040616,431,59,1137 MYRTLE AVE,4/6/2016,UPTON,CENTRAL,11,39.2979297,-76.63092678,1
265,0564 007 040416,564,7,118 W MULBERRY ST,4/4/2016,DOWNTOWN,CENTRAL,11,39.29417156,-76.61804071,1
266,0698 072 040416,698,72,2015 ASHTON ST,4/4/2016,CARROLLTON RIDGE,SOUTHERN,9,39.28241212,-76.64898299,1
267,0701 046 040416,701,46,2241 WILKENS AVE,4/4/2016,CARROLLTON RIDGE,SOUTHWESTERN,9,39.28017559,-76.65141381,1
268,0708 103 040716,708,103,407 S PARRISH ST,4/7/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,39.28293103,-76.64117073,1
269,0709 018 042516,709,18,412 S CALHOUN ST,4/25/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,39.28300864,-76.63948115,1
270,0758 080 042216,758,80,914 S CAREY ST,4/22/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28174038,-76.63713404,1
271,0768 122 042116,768,122,1273 SARGEANT ST,4/21/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28114672,-76.63545255,1
272,0780 116 041416,780,116,1154 WARD ST,4/14/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28168498,-76.63323791,1
273,0801 055 042216,801,55,1143 NANTICOKE ST,4/22/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28031992,-76.63103961,1
274,0811 007 040416,811,7,813 W CROSS ST,4/4/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28001111,-76.62909244,1
275,0848 020 040716,848,20,423 SCOTT ST,4/7/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28331169,-76.62863618,1
276,0856A008 040716,0856A,8,614 SCOTT ST,4/7/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28174401,-76.62902371,1
277,0916 075 040616,916,75,103 W HENRIETTA ST,4/6/2016,SHARP-LEADENHALL,SOUTHERN,11,39.27875756,-76.61605725,1
278,0049 032 022709,49,32,1105 APPLETON ST,2/27/2009,MIDTOWN-EDMONDSON,WESTERN,9,39.30131081,-76.64827516,1
279,0049 035 052410,49,35,1100 APPLETON ST,5/24/2010,BRIDGEVIEW/GREENLAWN,WESTERN,9,39.30121515,-76.64876829,1
280,0049 037 083011,49,37,1104 APPLETON ST,8/30/2011,BRIDGEVIEW/GREENLAWN,WESTERN,9,39.30128983,-76.64877681,1
281,0049 038 080811,49,38,1106 APPLETON ST,8/8/2011,BRIDGEVIEW/GREENLAWN,WESTERN,9,39.30132659,-76.64877972,1
282,0049 040 042310,49,40,1110 APPLETON ST,4/23/2010,BRIDGEVIEW/GREENLAWN,WESTERN,9,39.30140373,-76.64878583,1
283,0049 041 091510,49,41,1112 APPLETON ST,9/15/2010,BRIDGEVIEW/GREENLAWN,WESTERN,9,39.30155464,-76.64894948,1
284,1096 006 050616,1096,6,428 E LAFAYETTE AVE,5/6/2016,GREENMOUNT WEST,EASTERN,12,39.31027783,-76.60984567,1
285,1096 036 040816,1096,36,411 E NORTH AVE,4/8/2016,GREENMOUNT WEST,EASTERN,12,39.31103184,-76.61050714,1
286,1102 011 041316,1102,11,1821 N BOND ST,4/13/2016,OLIVER,EASTERN,12,39.31112489,-76.59673261,1
287,1108 061 041016,1108,61,1700 N DALLAS ST,4/10/2016,OLIVER,EASTERN,12,39.3098247,-76.59776059,1
288,1109 005 041316,1109,5,1737 N BOND ST,4/13/2016,OLIVER,EASTERN,12,39.31030866,-76.5966856,1
289,1109 070 042216,1109,70,1609 E LAFAYETTE AVE,4/22/2016,OLIVER,EASTERN,12,39.31041117,-76.59629156,1
290,1110 008 041116,1110,8,311 E LANVALE ST,4/11/2016,GREENMOUNT WEST,EASTERN,12,39.30873249,-76.61144998,1
291,1110 009 040716,1110,9,313 E LANVALE ST,4/7/2016,GREENMOUNT WEST,EASTERN,12,39.30873463,-76.61139581,1
292,1111 059 042216,1111,59,407 PITMAN PL,4/22/2016,GREENMOUNT WEST,EASTERN,12,39.30829551,-76.6104507,1
293,1121 014 042216,1121,14,1526 HOLBROOK ST,4/22/2016,OLIVER,EASTERN,12,39.30772403,-76.60340306,1
294,1125 011 042916,1125,11,1424 E OLIVER ST,4/29/2016,OLIVER,EASTERN,12,39.30750494,-76.59874573,1
295,1132 016 032816,1132,16,1418 AISQUITH ST,3/28/2016,OLIVER,EASTERN,12,39.30654158,-76.60256309,1
296,1132 017 042216,1132,17,1420 AISQUITH ST,4/22/2016,OLIVER,EASTERN,12,39.30657804,-76.60256521,1
297,1138 032 042216,1138,32,1627 E OLIVER ST,4/22/2016,OLIVER,EASTERN,12,39.30725606,-76.59557684,1
298,1143 036 041416,1143,36,1302 VALLEY ST,4/14/2016,JOHNSTON SQUARE,EASTERN,12,39.3055219,-76.6053972,1
299,1144 007 041416,1144,7,1313 VALLEY ST,4/14/2016,JOHNSTON SQUARE,EASTERN,12,39.30546602,-76.60488453,1
300,1145 032 041916,1145,32,1336 AISQUITH ST,4/19/2016,OLIVER,EASTERN,12,39.30581832,-76.60250549,1
301,1145 057 050416,1145,57,1319 ENSOR ST,5/4/2016,OLIVER,EASTERN,12,39.30563919,-76.60338443,1
302,1148 005 042216,1148,5,1309 N CENTRAL AVE,4/22/2016,OLIVER,EASTERN,12,39.30544275,-76.60024885,1
303,1148 008 042216,1148,8,1315 N CENTRAL AVE,4/22/2016,OLIVER,EASTERN,12,39.305588,-76.60025804,1
304,1160 023 042216,1160,23,1201 E PRESTON ST,4/22/2016,OLIVER,EASTERN,12,39.30491325,-76.60163866,1
305,5930 053 040416,5930,53,4230 SHELDON AVE,4/4/2016,BELAIR-EDISON,NORTHEASTERN,2,39.32826673,-76.56386133,1
306,5942 009 040516,5942,9,4617 MANNASOTA AVE,4/5/2016,FRANKFORD,NORTHEASTERN,2,39.33112495,-76.55721989,1
307,5974 016 032916,5974,16,5103 FRANKFORD AVE,3/29/2016,FRANKFORD,NORTHEASTERN,2,39.32722735,-76.54164007,1
308,6005B043 050216,6005B,43,4202 HAMILTON AVE,5/2/2016,FRANKFORD,NORTHEASTERN,2,39.34212951,-76.54482531,1
309,6005C003C 041816,6005C,003C,4526 HAZELWOOD AVE,4/18/2016,FRANKFORD,NORTHEASTERN,2,39.33920441,-76.53881209,1
310,6122 074 040516,6122,74,4629 BOWLEYS LANE,4/5/2016,PARKSIDE,NORTHEASTERN,2,39.32449427,-76.55442192,1
311,6158A008 050616,6158A,8,515 N CLINTON ST,5/6/2016,ELLWOOD PARK/MONUMENT,SOUTHEASTERN,13,39.29755889,-76.57044181,1
312,1548 036 040716,1548,36,1721 E BIDDLE ST,4/7/2016,MIDDLE EAST,EASTERN,12,39.30414916,-76.59307054,1
313,1553 067 042216,1553,67,1107 N COLLINGTON AVE,4/22/2016,MIDDLE EAST,EASTERN,13,39.30396181,-76.58673184,1
314,1553 069 042116,1553,69,1103 N COLLINGTON AVE,4/21/2016,MIDDLE EAST,EASTERN,13,39.30389634,-76.58672793,1
315,1555 003 042116,1555,3,1104 N MILTON AVE,4/21/2016,BIDDLE STREET,EASTERN,13,39.304087,-76.58288895,1
316,1556 001 042016,1556,1,1101 N MILTON AVE,4/20/2016,BIDDLE STREET,EASTERN,13,39.30381528,-76.58232321,1
317,1556 048 041016,1556,48,2510 E CHASE ST,4/10/2016,BIDDLE STREET,EASTERN,13,39.30390892,-76.58181365,1
318,1558 012H 033016,1558,012H,2717 E BIDDLE ST,3/30/2016,BIDDLE STREET,EASTERN,13,39.30469276,-76.57927387,1
319,1570 017 041516,1570,17,2233 E CHASE ST,4/15/2016,MIDDLE EAST,EASTERN,13,39.30336215,-76.58601419,1
320,1573 012 040916,1573,12,1039 N MILTON AVE,4/9/2016,BIDDLE STREET,EASTERN,13,39.30328948,-76.58233243,1
321,1590 009 040416,1590,9,917 N PATTERSON PARK AVE,4/4/2016,MILTON-MONTFORD,EASTERN,13,39.30127766,-76.58503241,1
322,1592 061 040416,1592,61,915 N ROSE ST,4/4/2016,MILTON-MONTFORD,EASTERN,13,39.30156182,-76.58155944,1
323,1606 001 042016,1606,1,803 N COLLINGTON AVE,4/20/2016,MIDDLE EAST,EASTERN,13,39.29988467,-76.5864891,1
324,1607 010 040416,1607,10,819 N PATTERSON PARK AVE,4/4/2016,MILTON-MONTFORD,EASTERN,13,39.30025467,-76.58496784,1
325,1607 034 042216,1607,34,2321 ASHLAND AVE,4/22/2016,MILTON-MONTFORD,EASTERN,13,39.30070757,-76.58423281,1
326,1610 057 041316,1610,57,800 N GLOVER ST,4/13/2016,MADISON-EASTEND,EASTERN,13,39.30030682,-76.58043837,1
327,1612 058 040616,1612,58,814 N LINWOOD AVE,4/6/2016,MADISON-EASTEND,EASTERN,13,39.30049055,-76.57698665,1
328,1613 021 041016,1613,21,2918 E MADISON ST,4/10/2016,MADISON-EASTEND,EASTERN,13,39.30034111,-76.5761614,1
329,1613 022 042216,1613,22,2920 E MADISON ST,4/22/2016,MADISON-EASTEND,EASTERN,13,39.30034297,-76.57611626,1
330,1621 010 041516,1621,10,719 N CHESTER ST,4/15/2016,MIDDLE EAST,EASTERN,13,39.29909384,-76.5876276,1
331,1623 012 042516,1623,12,2329 E MADISON ST,4/25/2016,MILTON-MONTFORD,EASTERN,13,39.29965944,-76.58396869,1
332,1623 028 042516,1623,28,743 N PATTERSON PARK AVE,4/25/2016,MILTON-MONTFORD,EASTERN,13,39.29965149,-76.58492426,1
333,1624 006 050216,1624,6,2410 E MONUMENT ST,5/2/2016,MILTON-MONTFORD,EASTERN,13,39.29898449,-76.58334552,1
334,1626 073 042916,1626,73,708 N GLOVER ST,4/29/2016,MADISON-EASTEND,EASTERN,13,39.29937993,-76.58039225,1
335,1628 064 042516,1628,64,702 N STREEPER ST,4/25/2016,MADISON-EASTEND,EASTERN,13,39.29939104,-76.57756127,1
336,1629 029 040516,1629,29,2924 E MONUMENT ST,4/5/2016,MADISON-EASTEND,EASTERN,13,39.29928737,-76.57581212,1
337,1639 038 042216,1639,38,610 N MONTFORD AVE,4/22/2016,MCELDERRY PARK,SOUTHEASTERN,13,39.2982033,-76.58393831,1
338,1642 083 033016,1642,83,626 N GLOVER ST,3/30/2016,MCELDERRY PARK,SOUTHEASTERN,13,39.2985928,-76.58033985,1
339,1644 047 040716,1644,47,628 N STREEPER ST,4/7/2016,MCELDERRY PARK,SOUTHEASTERN,13,39.2985287,-76.57750443,1
340,1647 002E 041916,1647,002E,3111 E MONUMENT ST,4/19/2016,ELLWOOD PARK/MONUMENT,SOUTHEASTERN,13,39.2990098,-76.57341514,1
341,1653 028 050416,1653,28,522 N PATTERSON PARK AVE,5/4/2016,CARE,EASTERN,13,39.29714082,-76.58525308,1
342,1653 034 041116,1653,34,2251 MCELDERRY ST,4/11/2016,CARE,EASTERN,13,39.29742222,-76.5852431,1
343,1653 036 041116,1653,36,2247 MCELDERRY ST,4/11/2016,CARE,EASTERN,13,39.29741294,-76.58534326,1
344,1653 054 041116,1653,54,2211 MCELDERRY ST,4/11/2016,CARE,EASTERN,13,39.29741603,-76.58623678,1
345,1653 055 041116,1653,55,2209 MCELDERRY ST,4/11/2016,CARE,EASTERN,13,39.29741069,-76.5862786,1
346,1653 056 041116,1653,56,2207 MCELDERRY ST,4/11/2016,CARE,EASTERN,13,39.29741716,-76.58632006,1
347,1655 039 042516,1655,39,540 N MILTON AVE,4/25/2016,MCELDERRY PARK,SOUTHEASTERN,13,39.29761467,-76.58248129,1
348,1660 025 050316,1660,25,2931 MCELDERRY ST,5/3/2016,ELLWOOD PARK/MONUMENT,SOUTHEASTERN,13,39.2978148,-76.57546308,1
349,1660 045 041416,1660,45,529 N CURLEY ST,4/14/2016,ELLWOOD PARK/MONUMENT,SOUTHEASTERN,13,39.29757089,-76.57561071,1
350,1660 056 041516,1660,56,518 N CURLEY ST,4/15/2016,ELLWOOD PARK/MONUMENT,SOUTHEASTERN,13,39.29738063,-76.57601211,1
351,1674 016 040716,1674,16,431 N LUZERNE AVE,4/7/2016,MCELDERRY PARK,SOUTHEASTERN,13,39.29638186,-76.58047132,1
352,1713 068 041916,1713,68,155 N CURLEY ST,4/19/2016,PATTERSON PARK NEIGHBORHOOD,SOUTHEASTERN,1,39.29438319,-76.57543324,1
353,1732 029 042216,1732,29,22 N EAST AVE,4/22/2016,PATTERSON PARK NEIGHBORHOOD,SOUTHEASTERN,1,39.29311634,-76.57270022,1
354,1765 077 041416,1765,77,311 S WASHINGTON ST,4/14/2016,UPPER FELLS POINT,SOUTHEASTERN,1,39.28734769,-76.58865797,1
355,2121A008 040116,2121A,8,3328 STRICKLAND ST,4/1/2016,IRVINGTON,SOUTHWESTERN,8,39.2777235,-76.67249882,1
356,2140 040 050216,2140,40,429 EAST LYNNE AVE,5/2/2016,MILLHILL,SOUTHWESTERN,9,39.28031867,-76.65861789,1
357,2165 022 050316,2165,22,17 N CATHERINE ST,5/3/2016,SHIPLEY HILL,SOUTHWESTERN,9,39.28839577,-76.65628533,1
358,2171 076 041216,2171,76,12 S CATHERINE ST,4/12/2016,SHIPLEY HILL,SOUTHWESTERN,9,39.28712477,-76.656379,1
359,2201 036 050416,2201,36,2324 LAURETTA AVE,5/4/2016,ROSEMONT HOMEOWNERS/TENANTS,WESTERN,9,39.29428598,-76.65393471,1
360,2213B026D 040116,2213B,026D,2609 EDMONDSON AVE,4/1/2016,ROSEMONT HOMEOWNERS/TENANTS,WESTERN,9,39.29432942,-76.65978202,1
361,2230J003 050416,2230J,3,5 S ABINGTON AVE,5/4/2016,CARROLL-SOUTH HILTON,SOUTHWESTERN,9,39.28561149,-76.67090256,1
362,2230L052 033016,2230L,52,14 S MOUNT OLIVET LANE,3/30/2016,CARROLL-SOUTH HILTON,SOUTHWESTERN,9,39.28547888,-76.66839978,1
363,2243B043 042216,2243B,43,144 PALORMO AVE,4/22/2016,SAINT JOSEPHS,SOUTHWESTERN,8,39.28346594,-76.6753731,1
364,2244A039 042016,2244A,39,3531 OLD FREDERICK ROAD,4/20/2016,IRVINGTON,SOUTHWESTERN,8,39.2825992,-76.67605821,1
365,2253 040 042116,2253,40,49 S CULVER ST,4/21/2016,SAINT JOSEPHS,SOUTHWESTERN,8,39.28514681,-76.67793525,1
366,2284 015 033116,2284,15,506 N EDGEWOOD ST,3/31/2016,ALLENDALE,SOUTHWESTERN,8,39.29299147,-76.67574181,1
367,2304 017 042716,2304,17,1818 N BENTALOU ST,4/27/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30903115,-76.65437014,1
368,1161 037 042516,1161,37,1210 N EDEN ST,4/25/2016,OLIVER,EASTERN,12,39.30442045,-76.59981549,1
369,1162 041 033116,1162,41,1206 N CAROLINE ST,3/31/2016,OLIVER,EASTERN,12,39.30446161,-76.59830918,1
370,1163 023 041116,1163,23,1214 N BOND ST,4/11/2016,OLIVER,EASTERN,12,39.3048639,-76.59687953,1
371,1164A020 040616,1164A,20,1205 N BOND ST,4/6/2016,OLIVER,EASTERN,12,39.30440153,-76.59630012,1
372,1184 017 041816,1184,17,932 E EAGER ST,4/18/2016,JOHNSTON SQUARE,EASTERN,12,39.30167368,-76.60393509,1
373,1191 011 042716,1191,11,1025 N CAROLINE ST,4/27/2016,GAY STREET,EASTERN,12,39.30241339,-76.59757491,1
374,1283 013 042016,1283,13,327 N GAY ST,4/20/2016,JONESTOWN,SOUTHEASTERN,12,39.29367649,-76.60705783,1
375,1283 014 042016,1283,14,325 N GAY ST,4/20/2016,JONESTOWN,SOUTHEASTERN,12,39.29364345,-76.60711307,1
376,1284 014 032916,1284,14,343 N GAY ST,3/29/2016,JONESTOWN,SOUTHEASTERN,12,39.29410505,-76.60654283,1
377,1343 041 032916,1343,41,1413 E FAIRMOUNT AVE,3/29/2016,WASHINGTON HILL,SOUTHEASTERN,12,39.29197278,-76.59804905,1
378,1392 007 042516,1392,7,117 S CENTRAL AVE,4/25/2016,WASHINGTON HILL,SOUTHEASTERN,12,39.28973043,-76.59919773,1
379,1428 035 042016,1428,35,316 S BROADWAY,4/20/2016,FELLS POINT,SOUTHEASTERN,12,39.28704457,-76.59400468,1
380,1435 044 040816,1435,44,1617 BANK ST,4/8/2016,FELLS POINT,SOUTHEASTERN,1,39.28631546,-76.59465993,1
381,1447 079 033016,1447,79,1804 E LAFAYETTE AVE,3/30/2016,BROADWAY EAST,EASTERN,12,39.31092597,-76.59273314,1
382,1448 061 040616,1448,61,1835 N WOLFE ST,4/6/2016,BROADWAY EAST,EASTERN,12,39.31183423,-76.59145669,1
383,1454 086 042816,1454,86,1821 N PORT ST,4/28/2016,BROADWAY EAST,EASTERN,13,39.31176201,-76.5836134,1
384,1457 021 042516,1457,21,1807 E LAFAYETTE AVE,4/25/2016,BROADWAY EAST,EASTERN,12,39.31055426,-76.59265935,1
385,1463 056 042516,1463,56,1703 N BRADFORD ST,4/25/2016,BROADWAY EAST,EASTERN,13,39.31012378,-76.58492591,1
386,1468 021 033016,1468,21,1641 N WOLFE ST,3/30/2016,BROADWAY EAST,EASTERN,12,39.30954161,-76.59132651,1
387,0055C064 021315,0055C,64,1102 N CARROLLTON AVE,2/13/2015,SANDTOWN-WINCHESTER,WESTERN,9,39.30135319,-76.6376802,1
